learnable	type	translation	authoritative	is_regex
дев'ять			1	0
навесні			1	0
проїзд			1	0
удень			1	0
поїзд			1	0
автобус			1	0
на тролейбусі			1	0
на машині			1	0
на поїзді			1	0
корабель			1	0
сім			1	0
шість			1	0
дев'яносто			1	0
студентів			1	0
один мільярд			1	0
сімдесят п'ять			1	0
тридцять шість			1	0
тисяча			1	0
години			1	0
вісімсот			1	0
дев'ятсот			1	0
двадцять дві			1	0
вісімдесят шість			1	0
двадцять одна			1	0
двадцять чотири			1	0
мільйонів			1	0
цей обід коштує			1	0
директор			1	0
водій			1	0
вісім			1	0
чотирнадцять			1	0
вісімнадцять			1	0
студентки			1	0
машин			1	0
сімнадцять			1	0
куди-небудь			1	0
смішно			1	0
день народження			1	0
колись			1	0
сумно			1	0
кетчупу			1	0
шістдесят			1	0
живіт			1	0
канікули			1	0
з котлетою			1	0
п'ятнадцять			1	0
дванадцять			1	0
ліки			1	0
сорок сім			1	0
температура			1	0
сорок одна			1	0
ніде не			1	0
спина			1	0
горло			1	0
двадцять два			1	0
повідомлення			1	0
сто			1	0
сімдесят			1	0
сосиски			1	0
де-небудь			1	0
хтось			1	0
вища освіта			1	0
дев'яносто сім			1	0
шістдесят дев'ять			1	0
отже			1	0
нічого			1	0
у зоопарку			1	0
все			1	0
десь			1	0
правда			1	0
вісімдесят			1	0
на пляжі			1	0
п'ятдесят			1	0
ніхто не			1	0
яйце			1	0
щоб			1	0
з морквою			1	0
помідор			1	0
цей суп коштує			1	0
вже			1	0
з яйцем			1	0
двадцять п'ять			1	0
коли-небудь			1	0
друга			1	0
диплом			1	0
у цирку			1	0
двадцять одне			1	0
здоров'я			1	0
весело			1	0
з сосискою			1	0
нудно			1	0
кудись			1	0
з помідором			1	0
по скайпу			1	0
кетчуп			1	0
нікуди не			1	0
голова			1	0
п'ятдесят вісім			1	0
з кетчупом			1	0
для			1	0
гривні			1	0
хто-небудь			1	0
самотньо			1	0
якщо			1	0
шістнадцять			1	0
на площі			1	0
мільйони			1	0
моркви			1	0
аптека			1	0
домашнє завдання			1	0
однак			1	0
дев'ятнадцять			1	0
що-небудь			1	0
одинадцять			1	0
англійською			1	0
ідеш			1	0
знайти			1	0
закінчити			1	0
мусимо			1	0
мушу			1	0
мусите			1	0
мусить			1	0
мусиш			1	0
команді			1	0
програти			1	0
виграли			1	0
програла			1	0
виграв			1	0
виграла			1	0
дали			1	0
дала			1	0
дзвонила			1	0
вагон			1	0
зупинці			1	0
зупинка			1	0
наступний			1	0
автостанції			1	0
автостанція			1	0
банан			1	0
вчитель			1	0
читав			1	0
зелена			1	0
грав			1	0
чуєте			1	0
пасажири			1	0
пасажир			1	0
ходив			1	0
дзвонити			1	0
даю			1	0
дзвонив			1	0
вагоні			1	0
можеш			1	0
може			1	0
можемо			1	0
можете			1	0
можу			1	0
можуть			1	0
фітнес-залі			1	0
тренування			1	0
фітнес-зал			1	0
плаває			1	0
плавати			1	0
бігаю			1	0
бігали			1	0
бігала			1	0
плаваєш			1	0
іде			1	0
ідуть			1	0
каса			1	0
валіза			1	0
довідкa			1	0
касу			1	0
валізу			1	0
відпочивати			1	0
граєте			1	0
американська			1	0
американський			1	0
грають			1	0
граю			1	0
грати			1	0
грає			1	0
популярна			1	0
команда			1	0
гравець			1	0
поле			1	0
команди			1	0
гравці			1	0
популярний			1	0
гра			1	0
полі			1	0
думав			1	0
робиш			1	0
готуєш			1	0
слухаєш			1	0
читають			1	0
рюкзаку			1	0
розумієш			1	0
знала			1	0
іду			1	0
ідемо			1	0
їздив			1	0
наступна			1	0
трамвай			1	0
їздила			1	0
ідемо			1	0
гуляти			1	0
ідете			1	0
їдуть			1	0
їдете			1	0
їдемо			1	0
ходила			1	0
гуляла			1	0
ходили			1	0
їздили			1	0
лінда			1	0
марк			1	0
чули			1	0
школі			1	0
одесі			1	0
басейні			1	0
магазин			1	0
велика			1	0
синя			1	0
чорні			1	0
білий			1	0
червона			1	0
україні			1	0
україна			1	0
пам'ятати			1	0
чекає			1	0
чекати			1	0
буде			1	0
буду			1	0
будете			1	0
будеш			1	0
будемо			1	0
будуть			1	0
весну			1	0
теплий			1	0
місяць			1	0
тепле			1	0
тепла			1	0
зиму			1	0
зима			1	0
весна			1	0
модне			1	0
елегантний			1	0
спортивні			1	0
модна			1	0
елегантні			1	0
спортивний			1	0
елегантне			1	0
спортивне			1	0
модний			1	0
чоловіча			1	0
чоловіче			1	0
чоловічий			1	0
чоловічі			1	0
жіноче			1	0
жіночі			1	0
жіноча			1	0
жіночий			1	0
були			1	0
читала			1	0
білі			1	0
коричневий			1	0
оранжеве			1	0
коричневі			1	0
колір			1	0
синій			1	0
фіолетова			1	0
оранжева			1	0
коричнева			1	0
фіолетові			1	0
сині			1	0
який			1	0
оранжевий			1	0
оранжеві			1	0
жили			1	0
жила			1	0
спала			1	0
спав			1	0
мала			1	0
мали			1	0
спали			1	0
жив			1	0
мав			1	0
дивлюся			1	0
дивимося			1	0
дивишся			1	0
дивитися			1	0
дивиться			1	0
фільм			1	0
фільми			1	0
усміхається			1	0
усміхаються			1	0
усміхаюся			1	0
намагаюся			1	0
усміхаєшся			1	0
намагаємося			1	0
намагаєтеся			1	0
намагається			1	0
співає			1	0
пісня			1	0
співають			1	0
пісню			1	0
співаю			1	0
співаєш			1	0
співати			1	0
пишу			1	0
пише			1	0
пишете			1	0
пишуть			1	0
пишеш			1	0
руки			1	0
розуміють			1	0
мити			1	0
миєш			1	0
розуміє			1	0
мию			1	0
розумію			1	0
розумієте			1	0
миє			1	0
сплю			1	0
роблять			1	0
роблю			1	0
сплять			1	0
спиш			1	0
робимо			1	0
спимо			1	0
робите			1	0
робить			1	0
спить			1	0
робила			1	0
робили			1	0
робив			1	0
фотографувала			1	0
подорожувала			1	0
подорожував			1	0
готувала			1	0
сказала			1	0
фотографував			1	0
подорожували			1	0
готували			1	0
готував			1	0
сказали			1	0
вчили			1	0
бачив			1	0
купила			1	0
вчив			1	0
купив			1	0
вчила			1	0
бачили			1	0
бачила			1	0
купили			1	0
був			1	0
грали			1	0
думала			1	0
грала			1	0
працювала			1	0
думали			1	0
читали			1	0
знав			1	0
знали			1	0
бути			1	0
була			1	0
працювали			1	0
працював			1	0
чорний			1	0
червоний			1	0
жовта			1	0
червоні			1	0
біла			1	0
рожеві			1	0
сірий			1	0
рожева			1	0
зелені			1	0
жовтий			1	0
червоне			1	0
сіра			1	0
чорна			1	0
зелений			1	0
рожеве			1	0
рожевий			1	0
холодний			1	0
тарілка			1	0
чашка			1	0
столі			1	0
твій			1	0
парасолю			1	0
сукню			1	0
безробітний			1	0
безробітна			1	0
учителька			1	0
учитель			1	0
ключ			1	0
тарілку			1	0
нове			1	0
нові			1	0
старий			1	0
зручний			1	0
зручні			1	0
старі			1	0
новий			1	0
зручне			1	0
нова			1	0
сукня			1	0
сорочку			1	0
спідницю			1	0
шапка			1	0
куртку			1	0
спідниця			1	0
сорочка			1	0
пасує			1	0
куртка			1	0
шапку			1	0
костюм			1	0
футболку			1	0
светр			1	0
футболка			1	0
речі			1	0
цікаве			1	0
дешева			1	0
улюблене			1	0
дешеве			1	0
дорогий			1	0
цікаві			1	0
дешевий			1	0
улюблена			1	0
улюблений			1	0
цікавий			1	0
дорога			1	0
цікава			1	0
холодна			1	0
холодні			1	0
гарячий			1	0
чайник			1	0
чайнику			1	0
холодильник			1	0
гарячі			1	0
холодильнику			1	0
гаряча			1	0
чашки			1	0
стільці			1	0
полиці			1	0
чашку			1	0
полиця			1	0
вікно			1	0
стільців			1	0
тарілки			1	0
стіл			1	0
крісло			1	0
стілець			1	0
наші			1	0
сумка			1	0
парасоля			1	0
твоя			1	0
наша			1	0
рюкзак			1	0
ключі			1	0
наш			1	0
сумку			1	0
твої			1	0
кімнаті			1	0
кухня			1	0
спальні			1	0
спальня			1	0
кімната			1	0
квартирі			1	0
кімнати			1	0
кухні			1	0
квартира			1	0
любимо			1	0
шукаєте			1	0
років			1	0
знаєш			1	0
планувати			1	0
місто			1	0
столиця			1	0
києві			1	0
одесу			1	0
атланті			1	0
живете			1	0
місті			1	0
столиці			1	0
одеса			1	0
живе			1	0
живу			1	0
жити			1	0
живуть			1	0
київ			1	0
денвері			1	0
селі			1	0
бачимо			1	0
бачите			1	0
вчу			1	0
мови			1	0
бачиш			1	0
говорите			1	0
мову			1	0
говорю			1	0
говорить			1	0
мова			1	0
вчить			1	0
бачу			1	0
вчити			1	0
банку			1	0
аеропорт			1	0
аеропорту			1	0
парк			1	0
парку			1	0
банк			1	0
вокзалі			1	0
стадіон			1	0
вокзал			1	0
пошті			1	0
пошта			1	0
пошту			1	0
стадіоні			1	0
школа			1	0
університеті			1	0
ресторані			1	0
магазині			1	0
кінотеатрі			1	0
офісі			1	0
університет			1	0
кінотеатр			1	0
басейн			1	0
будинок			1	0
шукаємо			1	0
вулицю			1	0
маленьке			1	0
шукає			1	0
маленький			1	0
центр			1	0
великий			1	0
центрі			1	0
вулиця			1	0
турист			1	0
шукаю			1	0
туристи			1	0
готель			1	0
працює			1	0
готує			1	0
готую			1	0
подорожую			1	0
готуємо			1	0
подорожують			1	0
працюєте			1	0
готувати			1	0
працюю			1	0
плануєш			1	0
плануєте			1	0
планують			1	0
планує			1	0
зустріч			1	0
зустрічі			1	0
планую			1	0
журнал			1	0
музика			1	0
читаю			1	0
читає			1	0
журнали			1	0
книгу			1	0
читаємо			1	0
музику			1	0
книга			1	0
слухаю			1	0
слухає			1	0
знають			1	0
знає			1	0
думають			1	0
знаю			1	0
англійську			1	0
знаєте			1	0
думаю			1	0
думаєш			1	0
думає			1	0
думаєте			1	0
англійський			1	0
українську			1	0
два			1	0
рік			1	0
роки			1	0
дві			1	0
коти			1	0
собаки			1	0
хочу			1	0
хочете			1	0
серветку			1	0
столик			1	0
вільний			1	0
серветки			1	0
кішка			1	0
голодний			1	0
голодні			1	0
смачна			1	0
свіжа			1	0
смачне			1	0
голодна			1	0
смачні			1	0
свіже			1	0
смачний			1	0
свіжі			1	0
цей			1	0
ця			1	0
коштують			1	0
коштує			1	0
цибуля			1	0
капусту			1	0
картопля			1	0
картоплю			1	0
капуста			1	0
сметана			1	0
сметану			1	0
цибулю			1	0
лимони			1	0
яблука			1	0
банани			1	0
торт			1	0
лимон			1	0
апельсини			1	0
п'ють			1	0
п'є			1	0
їсть			1	0
п'єш			1	0
їдять			1	0
п'ємо			1	0
їси			1	0
їмо			1	0
любиш			1	0
улюблена			1	0
улюблений			1	0
любить			1	0
люблять			1	0
корова			1	0
корови			1	0
собака			1	0
кіт			1	0
сильний			1	0
розумна			1	0
ідеалісти			1	0
племінники			1	0
дитину			1	0
жінка			1	0
