learnable	type	translation	authoritative	is_regex
fills			1	0
padrina			1	0
néta			1	0
nétes			1	0
filles			1	0
mamàs			1	0
nit			1	0
arriba			1	0
bosc			1	0
arribes			1	0
llop			1	0
arribo			1	0
forquilles			1	0
forquilla			1	0
finestra			1	0
porta			1	0
portes			1	0
mengem			1	0
aneu			1	0
anem			1	0
va			1	0
parc			1	0
parcs			1	0
penso			1	0
vas			1	0
vaig			1	0
cases			1	0
tingueu			1	0
mengi			1	0
vagis			1	0
parlin			1	0
escriguis			1	0
beguem			1	0
dormiu			1	0
siguis			1	0
neboda			1	0
sogres			1	0
germà			1	0
nebot			1	0
oncles			1	0
xicota			1	0
nebots			1	0
marit			1	0
marits			1	0
oncle			1	0
germana			1	0
muller			1	0
xicot			1	0
ties			1	0
nedo			1	0
bevem			1	0
parles			1	0
beveu			1	0
negre			1	0
negra			1	0
grises			1	0
blava			1	0
grisa			1	0
vol			1	0
paguem			1	0
toquem			1	0
podeu			1	0
pagueu			1	0
toca			1	0
vestits			1	0
color			1	0
blaves			1	0
pot			1	0
nedeu			1	0
teniu			1	0
neda			1	0
samarretes			1	0
barret			1	0
faldilla			1	0
gris			1	0
blanques			1	0
paga			1	0
parlem			1	0
toquen			1	0
veuen			1	0
vols			1	0
toques			1	0
volen			1	0
cinturó			1	0
blaus			1	0
taronja			1	0
verda			1	0
blanca			1	0
vermell			1	0
blanc			1	0
groc			1	0
grocs			1	0
grisos			1	0
verds			1	0
blancs			1	0
vermella			1	0
groga			1	0
colors			1	0
blau			1	0
vermells			1	0
vermelles			1	0
dormiu			1	0
dormim			1	0
camineu			1	0
correu			1	0
té			1	0
caminem			1	0
correm			1	0
cuina			1	0
sento			1	0
pots			1	0
camina			1	0
quins			1	0
camisa			1	0
botes			1	0
corbata			1	0
abric			1	0
corbates			1	0
puc			1	0
poden			1	0
fa			1	0
guitarra			1	0
sent			1	0
sents			1	0
parla			1	0
parleu			1	0
toqueu			1	0
sentiu			1	0
senten			1	0
voleu			1	0
vull			1	0
pago			1	0
llegiu			1	0
pagar			1	0
beu			1	0
llegeixes			1	0
pagues			1	0
corre			1	0
dorms			1	0
veus			1	0
nedem			1	0
tinc			1	0
cuinem			1	0
nedes			1	0
tens			1	0
cuineu			1	0
corren			1	0
dormen			1	0
cuines			1	0
quina			1	0
quin			1	0
quant			1	0
quanta			1	0
pregunta			1	0
quantes			1	0
quants			1	0
quines			1	0
preguntes			1	0
faldilles			1	0
vestit			1	0
vestits			1	0
jersei			1	0
barrets			1	0
mitjons			1	0
bota			1	0
jerseis			1	0
mitjó			1	0
roba			1	0
sabata			1	0
sabates			1	0
pantaló			1	0
camises			1	0
samarreta			1	0
pantalons			1	0
vestit			1	0
abrics			1	0
caminant			1	0
donant			1	0
definir			1	0
descobrir			1	0
obert			1	0
oposició			1	0
sou			1	0
deixant			1	0
mirar			1	0
demanar			1	0
intentar			1	0
llegeixo			1	0
bec			1	0
canviat			1	0
hi hauria			1	0
servir			1	0
vendre			1	0
fent servir			1	0
tenint			1	0
aplicar			1	0
dit			1	0
crisi			1	0
decidit			1	0
entendre			1	0
esperant			1	0
demostrar			1	0
existir			1	0
tornat			1	0
trucat			1	0
passant			1	0
construir			1	0
netejar			1	0
descobert			1	0
actuar			1	0
rebut			1	0
internet			1	0
cancel·lar			1	0
continuació			1	0
seguint			1	0
plovent			1	0
menjar			1	0
dèficit			1	0
aprendre			1	0
triar			1	0
futbol			1	0
oferir			1	0
tocant			1	0
tancat			1	0
agricultura			1	0
permetre			1	0
reconèixer			1	0
justícia			1	0
química			1	0
continuar			1	0
escrivint			1	0
patir			1	0
tornat			1	0
quedar			1	0
analitzar			1	0
reduir			1	0
corrent			1	0
estudiar			1	0
estimant			1	0
remei			1	0
massa			1	0
comprendre			1	0
incloent			1	0
treballant			1	0
dormint			1	0
prenent			1	0
menges			1	0
sortit			1	0
cercant			1	0
pensat			1	0
trencar			1	0
claus			1	0
llegint			1	0
créixer			1	0
dignitat			1	0
dirigit			1	0
ballant			1	0
pensant			1	0
portat			1	0
desenvolupar			1	0
escollit			1	0
enviat			1	0
dient			1	0
generalitat			1	0
virus			1	0
imaginat			1	0
plogut			1	0
refredar			1	0
nedant			1	0
defensar			1	0
escriu			1	0
cabells			1	0
escrit			1	0
menjant			1	0
promig			1	0
bebent			1	0
por			1	0
creure			1	0
abandonar			1	0
música			1	0
llegeix			1	0
estabilitat			1	0
controlar			1	0
plorat			1	0
comportar			1	0
parlant			1	0
riquesa			1	0
superàvit			1	0
pagant			1	0
participar			1	0
tractant			1	0
cuinant			1	0
emprat			1	0
cooperació			1	0
témer			1	0
mirant			1	0
defensa			1	0
veient			1	0
recuperar			1	0
trobat			1	0
qüestionar			1	0
perdre			1	0
