learnable	normalized	partOfSpeech	source
presidenciais	presidenciais	adjective	Duolingo
presidencial	presidencial	adjective	Duolingo
presidente	presidente	noun	Duolingo
presidentes	presidentes	noun	Duolingo
preso	preso	noun	Duolingo
pressão	pressao	noun	Duolingo
prestígio	prestigio	noun	Duolingo
preto	preto	adjective	Duolingo
prima	prima	noun	Duolingo
primavera	primavera	noun	Duolingo
primeira	primeira	adjective	Duolingo
primeiras	primeiras	adjective	Duolingo
primeiro	primeiro	adjective	Duolingo
primeiro	primeiro	adverb	Duolingo
primeiro	primeiro	determiner	Duolingo
primo	primo	noun	Duolingo
primos	primos	noun	Duolingo
principais	principais	adjective	Duolingo
principal	principal	adjective	Duolingo
principalmente	principalmente	adverb	Duolingo
príncipe	principe	noun	Duolingo
princípio	principio	noun	Duolingo
princípios	principios	noun	Duolingo
prisão	prisao	noun	Duolingo
privada	privada	adjective	Duolingo
privado	privado	adjective	Duolingo
problema	problema	noun	Duolingo
problemas	problemas	noun	Duolingo
procedimento	procedimento	noun	Duolingo
processo	processo	noun	Duolingo
processos	processos	noun	Duolingo
procura	procura	verb	Duolingo
procurando	procurando	verb	Duolingo
procurar	procurar	verb	Duolingo
procuro	procuro	verb	Duolingo
produção	producao	noun	Duolingo
produto	produto	noun	Duolingo
produtora	produtora	noun	Duolingo
produtores	produtores	noun	Duolingo
produtos	produtos	noun	Duolingo
produz	produz	verb	Duolingo
produzem	produzem	verb	Duolingo
produzi	produzi	verb	Duolingo
produzimos	produzimos	verb	Duolingo
produzir	produzir	verb	Duolingo
produziram	produziram	verb	Duolingo
produziu	produziu	verb	Duolingo
professor	professor	noun	Duolingo
professora	professora	noun	Duolingo
professoras	professoras	noun	Duolingo
professores	professores	noun	Duolingo
profissão	profissao	noun	Duolingo
profissionais	profissionais	noun	Duolingo
profissional	profissional	noun	Duolingo
profunda	profunda	adjective	Duolingo
profundidade	profundidade	noun	Duolingo
profundo	profundo	adjective	Duolingo
programa	programa	noun	Duolingo
projeto	projeto	noun	Duolingo
promete	promete	verb	Duolingo
prometem	prometem	verb	Duolingo
prometeu	prometeu	verb	Duolingo
promoção	promocao	noun	Duolingo
promotor	promotor	noun	Duolingo
proporção	proporcao	noun	Duolingo
propósito	proposito	noun	Duolingo
proposta	proposta	noun	Duolingo
propostas	propostas	noun	Duolingo
propriedade	propriedade	noun	Duolingo
propriedades	propriedades	noun	Duolingo
proteção	protecao	noun	Duolingo
prova	prova	noun	Duolingo
prova	prova	verb	Duolingo
provam	provam	verb	Duolingo
provavelmente	provavelmente	adverb	Duolingo
próxima	proxima	noun	Duolingo
próximo	proximo	noun	Duolingo
próximos	proximos	noun	Duolingo
pública	publica	adjective	Duolingo
publicação	publicacao	noun	Duolingo
publicada	publicada	verb	Duolingo
publicadas	publicadas	verb	Duolingo
publicado	publicado	verb	Duolingo
publicidade	publicidade	noun	Duolingo
público	publico	adjective	Duolingo
pude	pude	verb	Duolingo
pudesse	pudesse	verb	Duolingo
pula	pula	verb	Duolingo
pulamos	pulamos	verb	Duolingo
pura	pura	adjective	Duolingo
puras	puras	adjective	Duolingo
puro	puro	adjective	Duolingo
pusemos	pusemos	verb	Duolingo
quadrada	quadrada	adjective	Duolingo
quadrados	quadrados	adjective	Duolingo
quadro	quadro	noun	Duolingo
quadros	quadros	noun	Duolingo
quais	quais	pronoun	Duolingo
qual	qual		Duolingo
qual	qual	pronoun	Duolingo
qualidade	qualidade	noun	Duolingo
qualidades	qualidades	noun	Duolingo
qualquer	qualquer	determiner	Duolingo
qualquer	qualquer	pronoun	Duolingo
quando	quando	adverb	Duolingo
quando	quando	conjunction	Duolingo
quanta	quanta		Duolingo
quantas	quantas	pronoun	Duolingo
quantidade	quantidade	noun	Duolingo
quanto	quanto		Duolingo
quanto	quanto	conjunction	Duolingo
quanto	quanto	pronoun	Duolingo
quantos	quantos		Duolingo
quantos	quantos	pronoun	Duolingo
quarenta	quarenta	numeral	Duolingo
quarta	quarta	determiner	Duolingo
quarta-feira	quarta-feira	noun	Duolingo
quartas-feiras	quartas-feiras	noun	Duolingo
quarto	quarto	determiner	Duolingo
quarto	quarto	noun	Duolingo
quartos	quartos	noun	Duolingo
quase	quase	adverb	Duolingo
quatorze	quatorze	numeral	Duolingo
quatro	quatro	numeral	Duolingo
que	que		Duolingo
que	que	conjunction	Duolingo
que	que	pronoun	Duolingo
queijo	queijo	noun	Duolingo
queima	queima	verb	Duolingo
queimam	queimam	verb	Duolingo
queimamos	queimamos	verb	Duolingo
queira	queira	verb	Duolingo
quem	quem	pronoun	Duolingo
quente	quente	adjective	Duolingo
quer	quer	verb	Duolingo
querem	querem	verb	Duolingo
queremos	queremos	verb	Duolingo
querendo	querendo	verb	Duolingo
querer	querer	verb	Duolingo
quererá	querera	verb	Duolingo
quererei	quererei	verb	Duolingo
quereria	quereria	verb	Duolingo
queria	queria	verb	Duolingo
queriam	queriam	verb	Duolingo
querida	querida	adjective	Duolingo
querido	querido	adjective	Duolingo
quero	quero	verb	Duolingo
questão	questao	noun	Duolingo
quilo	quilo	noun	Duolingo
quilômetro	quilometro	noun	Duolingo
quilômetros	quilometros	noun	Duolingo
quilos	quilos	noun	Duolingo
química	quimica	noun	Duolingo
quinta	quinta	noun	Duolingo
quinta-feira	quinta-feira	noun	Duolingo
quintas-feiras	quintas-feiras	noun	Duolingo
quinto	quinto	determiner	Duolingo
quinze	quinze	numeral	Duolingo
quis	quis	verb	Duolingo
quisesse	quisesse	verb	Duolingo
radicais	radicais	adjective	Duolingo
radical	radical	adjective	Duolingo
rádio	radio	noun	Duolingo
rainha	rainha	noun	Duolingo
raios	raios	noun	Duolingo
raiz	raiz	noun	Duolingo
raízes	raizes	noun	Duolingo
rapariga	rapariga	noun	Duolingo
rapaz	rapaz	noun	Duolingo
rapazes	rapazes	noun	Duolingo
rápidas	rapidas	adjective	Duolingo
rápido	rapido	adjective	Duolingo
rápido	rapido	adverb	Duolingo
rápidos	rapidos	adjective	Duolingo
rara	rara	adjective	Duolingo
raro	raro	adjective	Duolingo
raros	raros	adjective	Duolingo
rato	rato	noun	Duolingo
razão	razao	noun	Duolingo
razões	razoes	noun	Duolingo
reação	reacao	noun	Duolingo
reações	reacoes	noun	Duolingo
reais	reais	adjective	Duolingo
real	real	adjective	Duolingo
realidade	realidade	noun	Duolingo
realidades	realidades	noun	Duolingo
realizar	realizar	verb	Duolingo
realmente	realmente	adverb	Duolingo
recebe	recebe	verb	Duolingo
recebemos	recebemos	verb	Duolingo
receber	receber	verb	Duolingo
recebeu	recebeu	verb	Duolingo
recebi	recebi	verb	Duolingo
receita	receita	noun	Duolingo
recém	recem	adverb	Duolingo
recente	recente	adjective	Duolingo
recentemente	recentemente	adverb	Duolingo
recentes	recentes	adjective	Duolingo
reconhece	reconhece	verb	Duolingo
reconhecem	reconhecem	verb	Duolingo
reconhecer	reconhecer	verb	Duolingo
reconheceu	reconheceu	verb	Duolingo
recuperar	recuperar	verb	Duolingo
recurso	recurso	noun	Duolingo
recursos	recursos	noun	Duolingo
recusa	recusa	verb	Duolingo
recusam	recusam	verb	Duolingo
redação	redacao	noun	Duolingo
rede	rede	noun	Duolingo
reencontrassem	reencontrassem	verb	Duolingo
refeição	refeicao	noun	Duolingo
referência	referencia	noun	Duolingo
reflexão	reflexao	noun	Duolingo
reforma	reforma	noun	Duolingo
reformas	reformas	noun	Duolingo
região	regiao	noun	Duolingo
regime	regime	noun	Duolingo
regiões	regioes	noun	Duolingo
regional	regional	adjective	Duolingo
registro	registro	noun	Duolingo
registros	registros	noun	Duolingo
regra	regra	noun	Duolingo
regras	regras	noun	Duolingo
regularmente	regularmente	adverb	Duolingo
rei	rei	noun	Duolingo
reis	reis	noun	Duolingo
relação	relacao	noun	Duolingo
relacionada	relacionada	verb	Duolingo
relacionadas	relacionadas	verb	Duolingo
relacionado	relacionado	verb	Duolingo
relações	relacoes	noun	Duolingo
relato	relato	noun	Duolingo
relatório	relatorio	noun	Duolingo
relatos	relatos	noun	Duolingo
religião	religiao	noun	Duolingo
religiosa	religiosa	adjective	Duolingo
religioso	religioso	adjective	Duolingo
religiosos	religiosos	adjective	Duolingo
relógio	relogio	noun	Duolingo
relógios	relogios	noun	Duolingo
remédio	remedio	noun	Duolingo
rendimento	rendimento	noun	Duolingo
repetir	repetir	verb	Duolingo
representante	representante	noun	Duolingo
reserva	reserva	verb	Duolingo
reservam	reservam	verb	Duolingo
residência	residencia	noun	Duolingo
resistência	resistencia	noun	Duolingo
resolver	resolver	verb	Duolingo
respeita	respeita	verb	Duolingo
respeitamos	respeitamos	verb	Duolingo
respeito	respeito	noun	Duolingo
respeito	respeito	verb	Duolingo
responde	responde	verb	Duolingo
responder	responder	verb	Duolingo
respondeu	respondeu	verb	Duolingo
respondi	respondi	verb	Duolingo
responsabilidade	responsabilidade	noun	Duolingo
responsáveis	responsaveis	adjective	Duolingo
responsável	responsavel	adjective	Duolingo
resposta	resposta	noun	Duolingo
restaurante	restaurante	noun	Duolingo
resto	resto	noun	Duolingo
resultado	resultado	noun	Duolingo
resultados	resultados	noun	Duolingo
reunião	reuniao	noun	Duolingo
reuniões	reunioes	noun	Duolingo
revisão	revisao	noun	Duolingo
revista	revista	noun	Duolingo
revolução	revolucao	noun	Duolingo
revolucionária	revolucionaria	adjective	Duolingo
revolucionário	revolucionario	adjective	Duolingo
revolucionários	revolucionarios	adjective	Duolingo
reza	reza	noun	Duolingo
ri	ri	verb	Duolingo
rico	rico	adjective	Duolingo
ricos	ricos	adjective	Duolingo
riem	riem	verb	Duolingo
rio	rio	noun	Duolingo
riqueza	riqueza	noun	Duolingo
risco	risco	noun	Duolingo
riscos	riscos	noun	Duolingo
riso	riso	noun	Duolingo
risos	risos	noun	Duolingo
ritmo	ritmo	noun	Duolingo
rivais	rivais	noun	Duolingo
rival	rival	noun	Duolingo
rocha	rocha	noun	Duolingo
rochas	rochas	noun	Duolingo
roda	roda	noun	Duolingo
rodas	rodas	noun	Duolingo
rodoviária	rodoviaria	noun	Duolingo
romper	romper	verb	Duolingo
rosa	rosa	adjective	Duolingo
rosa	rosa	noun	Duolingo
rosto	rosto	noun	Duolingo
rota	rota	noun	Duolingo
rotas	rotas	noun	Duolingo
rouba	rouba	verb	Duolingo
roubamos	roubamos	verb	Duolingo
roupa	roupa	noun	Duolingo
roupas	roupas	noun	Duolingo
roxa	roxa	adjective	Duolingo
roxas	roxas	adjective	Duolingo
rua	rua	noun	Duolingo
rumo	rumo	noun	Duolingo
rumos	rumos	noun	Duolingo
rurais	rurais	adjective	Duolingo
rural	rural	adjective	Duolingo
sã	sa	adjective	Duolingo
sábado	sabado	noun	Duolingo
sábados	sabados	noun	Duolingo
sabão	sabao	noun	Duolingo
sabe	sabe	verb	Duolingo
sabem	sabem	verb	Duolingo
sabendo	sabendo	verb	Duolingo
saber	saber	verb	Duolingo
saberá	sabera	verb	Duolingo
saberão	saberao	verb	Duolingo
saberei	saberei	verb	Duolingo
saberia	saberia	verb	Duolingo
sabia	sabia	verb	Duolingo
sabor	sabor	noun	Duolingo
sacada	sacada	noun	Duolingo
saem	saem	verb	Duolingo
saí	sai	verb	Duolingo
saia	saia	noun	Duolingo
saias	saias	noun	Duolingo
saiba	saiba	verb	Duolingo
saibam	saibam	verb	Duolingo
saída	saida	noun	Duolingo
saio	saio	verb	Duolingo
sair	sair	verb	Duolingo
saíram	sairam	verb	Duolingo
saíste	saiste	verb	Duolingo
saiu	saiu	verb	Duolingo
sal	sal	noun	Duolingo
sala	sala	noun	Duolingo
salada	salada	noun	Duolingo
salário	salario	noun	Duolingo
salgada	salgada	adjective	Duolingo
salgado	salgado	adjective	Duolingo
salmão	salmao	noun	Duolingo
salto	salto	noun	Duolingo
saltos	saltos	noun	Duolingo
salva	salva	adjective	Duolingo
salva	salva	verb	Duolingo
salvamos	salvamos	verb	Duolingo
salvas	salvas	adjective	Duolingo
salvas	salvas	verb	Duolingo
salvo	salvo	verb	Duolingo
salvos	salvos	adjective	Duolingo
sandália	sandalia	noun	Duolingo
sandálias	sandalias	noun	Duolingo
sanduíche	sanduiche	noun	Duolingo
sangue	sangue	noun	Duolingo
são	sao	adjective	Duolingo
são	sao	verb	Duolingo
sãos	saos	adjective	Duolingo
sapato	sapato	noun	Duolingo
sapatos	sapatos	noun	Duolingo
satisfação	satisfacao	noun	Duolingo
saudade	saudade	noun	Duolingo
saúde	saude	noun	Duolingo
se	se	conjunction	Duolingo
se	se	pronoun	Duolingo
secam	secam	verb	Duolingo
seção	secao	noun	Duolingo
secas	secas	adjective	Duolingo
seco	seco	adjective	Duolingo
seco	seco	verb	Duolingo
secos	secos	adjective	Duolingo
secretária	secretaria	noun	Duolingo
secretário	secretario	noun	Duolingo
século	seculo	noun	Duolingo
séculos	seculos	noun	Duolingo
segredo	segredo	noun	Duolingo
segue	segue	verb	Duolingo
segui	segui	verb	Duolingo
seguia	seguia	verb	Duolingo
seguida	seguida	verb	Duolingo
seguidas	seguidas	verb	Duolingo
seguido	seguido	verb	Duolingo
seguimos	seguimos	verb	Duolingo
seguindo	seguindo	verb	Duolingo
seguir	seguir	verb	Duolingo
seguirá	seguira	verb	Duolingo
seguiram	seguiram	verb	Duolingo
seguirei	seguirei	verb	Duolingo
seguiremos	seguiremos	verb	Duolingo
seguiria	seguiria	verb	Duolingo
seguiu	seguiu	verb	Duolingo
segunda	segunda	determiner	Duolingo
segunda	segunda	noun	Duolingo
segunda-feira	segunda-feira	noun	Duolingo
segundas	segundas	noun	Duolingo
segundas-feiras	segundas-feiras	noun	Duolingo
segundo	segundo	determiner	Duolingo
segundo	segundo	noun	Duolingo
segundos	segundos	noun	Duolingo
segura	segura	adjective	Duolingo
segurança	seguranca	noun	Duolingo
seguro	seguro	adjective	Duolingo
sei	sei	verb	Duolingo
seis	seis	numeral	Duolingo
seleção	selecao	noun	Duolingo
seleções	selecoes	noun	Duolingo
selo	selo	noun	Duolingo
selos	selos	noun	Duolingo
sem	sem	preposition	Duolingo
semana	semana	noun	Duolingo
semanais	semanais	adjective	Duolingo
semanal	semanal	adjective	Duolingo
semanas	semanas	noun	Duolingo
semestre	semestre	noun	Duolingo
sempre	sempre	adverb	Duolingo
senador	senador	noun	Duolingo
senadores	senadores	noun	Duolingo
senha	senha	noun	Duolingo
senhor	senhor	noun	Duolingo
senhora	senhora	noun	Duolingo
senhoras	senhoras	noun	Duolingo
sensação	sensacao	noun	Duolingo
sensações	sensacoes	noun	Duolingo
sensibilidade	sensibilidade	noun	Duolingo
senta	senta	verb	Duolingo
sentadas	sentadas	verb	Duolingo
sentado	sentado	verb	Duolingo
sentamos	sentamos	verb	Duolingo
sente	sente	verb	Duolingo
senti	senti	verb	Duolingo
sentido	sentido	noun	Duolingo
sentimento	sentimento	noun	Duolingo
sentimentos	sentimentos	noun	Duolingo
sentindo	sentindo	verb	Duolingo
sentir	sentir	verb	Duolingo
sentirá	sentira	verb	Duolingo
sentirei	sentirei	verb	Duolingo
sentiria	sentiria	verb	Duolingo
sentisse	sentisse	verb	Duolingo
sentissem	sentissem	verb	Duolingo
sentiu	sentiu	verb	Duolingo
ser	ser	verb	Duolingo
será	sera	verb	Duolingo
serão	serao	verb	Duolingo
serei	serei	verb	Duolingo
seremos	seremos	verb	Duolingo
séria	seria	adjective	Duolingo
seria	seria	verb	Duolingo
série	serie	noun	Duolingo
sério	serio	adjective	Duolingo
serve	serve	verb	Duolingo
serviço	servico	noun	Duolingo
serviços	servicos	noun	Duolingo
servir	servir	verb	Duolingo
sessão	sessao	noun	Duolingo
sessenta	sessenta	numeral	Duolingo
sessões	sessoes	noun	Duolingo
sete	sete	numeral	Duolingo
setembro	setembro	noun	Duolingo
setenta	setenta	numeral	Duolingo
sétima	setima	determiner	Duolingo
sétimo	setimo	determiner	Duolingo
setor	setor	noun	Duolingo
seu	seu	determiner	Duolingo
seu	seu	pronoun	Duolingo
seus	seus	determiner	Duolingo
seus	seus	pronoun	Duolingo
sexta	sexta	determiner	Duolingo
sexta-feira	sexta-feira	noun	Duolingo
sextas-feiras	sextas-feiras	noun	Duolingo
sexto	sexto	determiner	Duolingo
si	si	pronoun	Duolingo
significa	significa	verb	Duolingo
signo	signo	noun	Duolingo
signos	signos	noun	Duolingo
silêncio	silencio	noun	Duolingo
sim	sim	adverb	Duolingo
símbolo	simbolo	noun	Duolingo
símbolos	simbolos	noun	Duolingo
simples	simples	adjective	Duolingo
simplesmente	simplesmente	adverb	Duolingo
sinais	sinais	noun	Duolingo
sinal	sinal	noun	Duolingo
sindicato	sindicato	noun	Duolingo
sindicatos	sindicatos	noun	Duolingo
sinta	sinta	verb	Duolingo
sintam	sintam	verb	Duolingo
síntese	sintese	noun	Duolingo
sinto	sinto	verb	Duolingo
sintoma	sintoma	noun	Duolingo
sintomas	sintomas	noun	Duolingo
sistema	sistema	noun	Duolingo
sistemas	sistemas	noun	Duolingo
situação	situacao	noun	Duolingo
situações	situacoes	noun	Duolingo
só	so	adverb	Duolingo
soa	soa	verb	Duolingo
sobre	sobre	preposition	Duolingo
sobrenome	sobrenome	noun	Duolingo
sobrinha	sobrinha	noun	Duolingo
sobrinho	sobrinho	noun	Duolingo
sobrinhos	sobrinhos	noun	Duolingo
sócia	socia	noun	Duolingo
socialista	socialista	adjective	Duolingo
sociedade	sociedade	noun	Duolingo
sócios	socios	noun	Duolingo
sofá	sofa	noun	Duolingo
sofrer	sofrer	verb	Duolingo
sol	sol	noun	Duolingo
solidão	solidao	noun	Duolingo
solidariedade	solidariedade	noun	Duolingo
solução	solucao	noun	Duolingo
soluções	solucoes	noun	Duolingo
som	som	noun	Duolingo
soma	soma	verb	Duolingo
somam	somam	verb	Duolingo
somas	somas	verb	Duolingo
sombra	sombra	noun	Duolingo
somente	somente	adverb	Duolingo
somo	somo	verb	Duolingo
somos	somos	verb	Duolingo
sonha	sonha	verb	Duolingo
sonho	sonho	noun	Duolingo
sonho	sonho	verb	Duolingo
sonhos	sonhos	noun	Duolingo
sopa	sopa	noun	Duolingo
sorri	sorri	verb	Duolingo
sorrio	sorrio	verb	Duolingo
sorriso	sorriso	noun	Duolingo
sorte	sorte	noun	Duolingo
sou	sou	verb	Duolingo
soube	soube	verb	Duolingo
soubesse	soubesse	verb	Duolingo
soubesses	soubesses	verb	Duolingo
sua	sua	determiner	Duolingo
sua	sua	pronoun	Duolingo
suas	suas	determiner	Duolingo
suas	suas	pronoun	Duolingo
subir	subir	verb	Duolingo
substância	substancia	noun	Duolingo
substâncias	substancias	noun	Duolingo
sucesso	sucesso	noun	Duolingo
suco	suco	noun	Duolingo
suficiente	suficiente	adjective	Duolingo
suficientes	suficientes	adjective	Duolingo
suja	suja	adjective	Duolingo
sujeito	sujeito	noun	Duolingo
sujeitos	sujeitos	noun	Duolingo
sujo	sujo	adjective	Duolingo
sujos	sujos	adjective	Duolingo
sul	sul	noun	Duolingo
superfície	superficie	noun	Duolingo
superior	superior	adjective	Duolingo
superiores	superiores	adjective	Duolingo
supermercado	supermercado	noun	Duolingo
supõe	supoe	verb	Duolingo
supomos	supomos	verb	Duolingo
suponho	suponho	verb	Duolingo
surpresa	surpresa	adjective	Duolingo
surpresa	surpresa	noun	Duolingo
surpreso	surpreso	adjective	Duolingo
surpresos	surpresos	adjective	Duolingo
sustentam	sustentam	verb	Duolingo
sustento	sustento	verb	Duolingo
tabela	tabela	noun	Duolingo
talvez	talvez	adverb	Duolingo
tamanho	tamanho	noun	Duolingo
também	tambem	adverb	Duolingo
tambor	tambor	noun	Duolingo
tambores	tambores	noun	Duolingo
tanto	tanto	adverb	Duolingo
tantos	tantos	adjective	Duolingo
tantos	tantos	adverb	Duolingo
tão	tao	adverb	Duolingo
tapete	tapete	noun	Duolingo
tarde	tarde	adverb	Duolingo
tarde	tarde	noun	Duolingo
tardes	tardes	noun	Duolingo
tarefa	tarefa	noun	Duolingo
tartaruga	tartaruga	noun	Duolingo
tatu	tatu	noun	Duolingo
taxa	taxa	noun	Duolingo
taxas	taxas	noun	Duolingo
táxi	taxi	noun	Duolingo
tchau	tchau	interjection	Duolingo
te	te	pronoun	Duolingo
teatro	teatro	noun	Duolingo
teclado	teclado	noun	Duolingo
técnico	tecnico	noun	Duolingo
tecnologia	tecnologia	noun	Duolingo
tela	tela	noun	Duolingo
telefona	telefona	verb	Duolingo
telefonar	telefonar	verb	Duolingo
telefone	telefone	noun	Duolingo
telefonema	telefonema	noun	Duolingo
telefones	telefones	noun	Duolingo
telefono	telefono	verb	Duolingo
televisão	televisao	noun	Duolingo
tem	tem	verb	Duolingo
tema	tema	noun	Duolingo
temos	temos	verb	Duolingo
temperatura	temperatura	noun	Duolingo
tempo	tempo	noun	Duolingo
temporada	temporada	noun	Duolingo
temporadas	temporadas	noun	Duolingo
temporal	temporal	noun	Duolingo
tempos	tempos	noun	Duolingo
tendência	tendencia	noun	Duolingo
tendo	tendo	verb	Duolingo
tenha	tenha	verb	Duolingo
tenhamos	tenhamos	verb	Duolingo
tenho	tenho	verb	Duolingo
tênis	tenis	noun	Duolingo
tens	tens	verb	Duolingo
tensão	tensao	noun	Duolingo
tenta	tenta	verb	Duolingo
tentamos	tentamos	verb	Duolingo
tentando	tentando	verb	Duolingo
tentar	tentar	verb	Duolingo
tentará	tentara	verb	Duolingo
tentarei	tentarei	verb	Duolingo
tentaria	tentaria	verb	Duolingo
tentasse	tentasse	verb	Duolingo
tentava	tentava	verb	Duolingo
tente	tente	verb	Duolingo
tentem	tentem	verb	Duolingo
tento	tento	verb	Duolingo
tentou	tentou	verb	Duolingo
teoria	teoria	noun	Duolingo
ter	ter	verb	Duolingo
terá	tera	verb	Duolingo
terão	terao	verb	Duolingo
terça	terca	noun	Duolingo
terça-feira	terca-feira	noun	Duolingo
terças-feiras	tercas-feiras	noun	Duolingo
terceira	terceira	determiner	Duolingo
terceiro	terceiro	determiner	Duolingo
terei	terei	verb	Duolingo
teremos	teremos	verb	Duolingo
teria	teria	verb	Duolingo
teriam	teriam	verb	Duolingo
termina	termina	verb	Duolingo
terminar	terminar	verb	Duolingo
terminaram	terminaram	verb	Duolingo
terminei	terminei	verb	Duolingo
terminou	terminou	verb	Duolingo
terno	terno	noun	Duolingo
terra	terra	noun	Duolingo
terreno	terreno	noun	Duolingo
território	territorio	noun	Duolingo
tese	tese	noun	Duolingo
teste	teste	noun	Duolingo
testemunha	testemunha	noun	Duolingo
testemunhas	testemunhas	noun	Duolingo
testes	testes	noun	Duolingo
teto	teto	noun	Duolingo
teu	teu	determiner	Duolingo
teu	teu	pronoun	Duolingo
teus	teus	determiner	Duolingo
teus	teus	pronoun	Duolingo
teve	teve	verb	Duolingo
texto	texto	noun	Duolingo
ti	ti	pronoun	Duolingo
tia	tia	noun	Duolingo
tigre	tigre	noun	Duolingo
time	time	noun	Duolingo
tímida	timida	adjective	Duolingo
tímidas	timidas	adjective	Duolingo
tímido	timido	adjective	Duolingo
tímidos	timidos	adjective	Duolingo
tinha	tinha	verb	Duolingo
tinhas	tinhas	verb	Duolingo
tio	tio	noun	Duolingo
tipo	tipo	noun	Duolingo
tipos	tipos	noun	Duolingo
tirando	tirando	verb	Duolingo
tirará	tirara	verb	Duolingo
tirarei	tirarei	verb	Duolingo
tiraria	tiraria	verb	Duolingo
tirasse	tirasse	verb	Duolingo
tirassem	tirassem	verb	Duolingo
tire	tire	verb	Duolingo
título	titulo	noun	Duolingo
títulos	titulos	noun	Duolingo
tive	tive	verb	Duolingo
tivemos	tivemos	verb	Duolingo
tivesse	tivesse	verb	Duolingo
toalha	toalha	noun	Duolingo
toca	toca	verb	Duolingo
tocam	tocam	verb	Duolingo
tocando	tocando	verb	Duolingo
tocar	tocar	verb	Duolingo
tocaram	tocaram	verb	Duolingo
toco	toco	verb	Duolingo
tocou	tocou	verb	Duolingo
toda	toda	determiner	Duolingo
todas	todas	determiner	Duolingo
todas	todas	pronoun	Duolingo
todo	todo	determiner	Duolingo
todos	todos	determiner	Duolingo
todos	todos	pronoun	Duolingo
tom	tom	noun	Duolingo
toma	toma	verb	Duolingo
tomada	tomada	noun	Duolingo
tomadas	tomadas	noun	Duolingo
tomam	tomam	verb	Duolingo
tomamos	tomamos	verb	Duolingo
tomando	tomando	verb	Duolingo
tomar	tomar	verb	Duolingo
tomara	tomara		Duolingo
tomate	tomate	noun	Duolingo
tomei	tomei	verb	Duolingo
tomou	tomou	verb	Duolingo
toneladas	toneladas	noun	Duolingo
topo	topo	noun	Duolingo
toquei	toquei	verb	Duolingo
torneio	torneio	noun	Duolingo
tornozelo	tornozelo	noun	Duolingo
torre	torre	noun	Duolingo
torres	torres	noun	Duolingo
total	total	noun	Duolingo
trabalha	trabalha	verb	Duolingo
trabalhadores	trabalhadores	noun	Duolingo
trabalham	trabalham	verb	Duolingo
trabalhando	trabalhando	verb	Duolingo
trabalhar	trabalhar	verb	Duolingo
trabalharei	trabalharei	verb	Duolingo
trabalharia	trabalharia	verb	Duolingo
trabalhasse	trabalhasse	verb	Duolingo
trabalhassem	trabalhassem	verb	Duolingo
trabalhava	trabalhava	verb	Duolingo
trabalhavam	trabalhavam	verb	Duolingo
trabalhe	trabalhe	verb	Duolingo
trabalhem	trabalhem	verb	Duolingo
trabalho	trabalho	noun	Duolingo
trabalho	trabalho	verb	Duolingo
tradição	tradicao	noun	Duolingo
tradições	tradicoes	noun	Duolingo
tradução	traducao	noun	Duolingo
traduções	traducoes	noun	Duolingo
tráfico	trafico	noun	Duolingo
traga	traga	verb	Duolingo
traje	traje	noun	Duolingo
tranquila	tranquila	adjective	Duolingo
tranquilo	tranquilo	adjective	Duolingo
transformação	transformacao	noun	Duolingo
transição	transicao	noun	Duolingo
trânsito	transito	noun	Duolingo
transporte	transporte	noun	Duolingo
trará	trara	verb	Duolingo
trarão	trarao	verb	Duolingo
trarei	trarei	verb	Duolingo
traria	traria	verb	Duolingo
trata	trata	verb	Duolingo
tratamento	tratamento	noun	Duolingo
tratando	tratando	verb	Duolingo
tratar	tratar	verb	Duolingo
travesseiro	travesseiro	noun	Duolingo
traz	traz	verb	Duolingo
trazia	trazia	verb	Duolingo
treina	treina	verb	Duolingo
treinador	treinador	noun	Duolingo
treinadora	treinadora	noun	Duolingo
treinam	treinam	verb	Duolingo
treino	treino	verb	Duolingo
trem	trem	noun	Duolingo
três	tres	numeral	Duolingo
treze	treze	numeral	Duolingo
tribunais	tribunais	noun	Duolingo
tribunal	tribunal	noun	Duolingo
trimestre	trimestre	noun	Duolingo
trimestres	trimestres	noun	Duolingo
trinta	trinta	numeral	Duolingo
triste	triste	adjective	Duolingo
trouxesse	trouxesse	verb	Duolingo
tu	tu	pronoun	Duolingo
tua	tua	determiner	Duolingo
tua	tua	pronoun	Duolingo
tuas	tuas	determiner	Duolingo
tuas	tuas	pronoun	Duolingo
tubarão	tubarao	noun	Duolingo
tudo	tudo	pronoun	Duolingo
tudo bem	tudo bem		Duolingo
turismo	turismo	noun	Duolingo
turista	turista	noun	Duolingo
turistas	turistas	noun	Duolingo
turquesa	turquesa	noun	Duolingo
tv	tv	noun	Duolingo
última	ultima	adjective	Duolingo
ultimamente	ultimamente	adverb	Duolingo
último	ultimo	adjective	Duolingo
últimos	ultimos	adjective	Duolingo
um	um	determiner	Duolingo
um	um	numeral	Duolingo
um	um	pronoun	Duolingo
uma	uma	determiner	Duolingo
uma	uma	numeral	Duolingo
umas	umas	determiner	Duolingo
umas	umas	pronoun	Duolingo
úmida	umida	adjective	Duolingo
úmidas	umidas	adjective	Duolingo
úmido	umido	adjective	Duolingo
unha	unha	noun	Duolingo
unhas	unhas	noun	Duolingo
união	uniao	noun	Duolingo
único	unico	adjective	Duolingo
unidade	unidade	noun	Duolingo
unidades	unidades	noun	Duolingo
uniões	unioes	noun	Duolingo
