learnable	normalized	partOfSpeech	source
limpas	limpas	adjective	Duolingo
limpe	limpe	verb	Duolingo
limpemos	limpemos	verb	Duolingo
limpos	limpos	adjective	Duolingo
língua	lingua	noun	Duolingo
linguagem	linguagem	noun	Duolingo
línguas	linguas	noun	Duolingo
literatura	literatura	noun	Duolingo
litoral	litoral	noun	Duolingo
litro	litro	noun	Duolingo
litros	litros	noun	Duolingo
livraria	livraria	noun	Duolingo
livrarias	livrarias	noun	Duolingo
livre	livre	adjective	Duolingo
livro	livro	noun	Duolingo
livros	livros	noun	Duolingo
lobo	lobo	noun	Duolingo
local	local	noun	Duolingo
localidade	localidade	noun	Duolingo
lógica	logica	adjective	Duolingo
lógico	logico	adjective	Duolingo
logo	logo	adverb	Duolingo
loja	loja	noun	Duolingo
longa	longa	adjective	Duolingo
longas	longas	adjective	Duolingo
longe	longe	adverb	Duolingo
longo	longo	adjective	Duolingo
longos	longos	adjective	Duolingo
lote	lote	noun	Duolingo
lua	lua	noun	Duolingo
lugar	lugar	noun	Duolingo
lugares	lugares	noun	Duolingo
lustre	lustre	noun	Duolingo
lustres	lustres	noun	Duolingo
luta	luta	noun	Duolingo
luva	luva	noun	Duolingo
luvas	luvas	noun	Duolingo
luz	luz	noun	Duolingo
luzes	luzes	noun	Duolingo
maçã	maca	noun	Duolingo
macaco	macaco	noun	Duolingo
macarrão	macarrao	noun	Duolingo
maçãs	macas	noun	Duolingo
machucam	machucam	verb	Duolingo
machucando	machucando	verb	Duolingo
machucaram	machucaram	verb	Duolingo
machucou	machucou	verb	Duolingo
macia	macia	adjective	Duolingo
macio	macio	adjective	Duolingo
madeira	madeira	noun	Duolingo
madrugada	madrugada	noun	Duolingo
mãe	mae	noun	Duolingo
maestro	maestro	noun	Duolingo
maio	maio	noun	Duolingo
maior	maior	adjective	Duolingo
maiores	maiores	adjective	Duolingo
maioria	maioria	noun	Duolingo
mais	mais	adverb	Duolingo
mal	mal	adverb	Duolingo
mala	mala	noun	Duolingo
mamãe	mamae	noun	Duolingo
manchete	manchete	noun	Duolingo
maneira	maneira	noun	Duolingo
maneiras	maneiras	noun	Duolingo
manhã	manha	noun	Duolingo
manteiga	manteiga	noun	Duolingo
mantém	mantem	verb	Duolingo
mantenho	mantenho	verb	Duolingo
manter	manter	verb	Duolingo
manterá	mantera	verb	Duolingo
manterei	manterei	verb	Duolingo
manteremos	manteremos	verb	Duolingo
manteria	manteria	verb	Duolingo
mantinha	mantinha	verb	Duolingo
manutenção	manutencao	noun	Duolingo
mão	mao	noun	Duolingo
mãos	maos	noun	Duolingo
mapa	mapa	noun	Duolingo
máquina	maquina	noun	Duolingo
mar	mar	noun	Duolingo
maravilhosa	maravilhosa	adjective	Duolingo
março	marco	noun	Duolingo
margem	margem	noun	Duolingo
marido	marido	noun	Duolingo
mas	mas	conjunction	Duolingo
massa	massa	noun	Duolingo
matemática	matematica	noun	Duolingo
matéria	materia	noun	Duolingo
mau	mau	adjective	Duolingo
maus	maus	adjective	Duolingo
máxima	maxima	adjective	Duolingo
máximo	maximo	adjective	Duolingo
me	me	pronoun	Duolingo
mede	mede	verb	Duolingo
medi	medi	verb	Duolingo
média	media	adjective	Duolingo
média	media	noun	Duolingo
médica	medica	noun	Duolingo
médicas	medicas	noun	Duolingo
medicina	medicina	noun	Duolingo
médico	medico	noun	Duolingo
médicos	medicos	noun	Duolingo
medida	medida	noun	Duolingo
medidas	medidas	noun	Duolingo
medimos	medimos	verb	Duolingo
medindo	medindo	verb	Duolingo
mediste	mediste	verb	Duolingo
medo	medo	noun	Duolingo
meia	meia	noun	Duolingo
meias	meias	noun	Duolingo
meio	meio	noun	Duolingo
melhor	melhor	adjective	Duolingo
melhor	melhor	adverb	Duolingo
melhora	melhora	verb	Duolingo
melhoramos	melhoramos	verb	Duolingo
melhorar	melhorar	verb	Duolingo
melhores	melhores	adjective	Duolingo
membros	membros	noun	Duolingo
memória	memoria	noun	Duolingo
memórias	memorias	noun	Duolingo
menina	menina	noun	Duolingo
meninas	meninas	noun	Duolingo
menino	menino	noun	Duolingo
meninos	meninos	noun	Duolingo
menor	menor	adjective	Duolingo
menores	menores	adjective	Duolingo
menos	menos	adverb	Duolingo
mensagem	mensagem	noun	Duolingo
mensagens	mensagens	noun	Duolingo
mensais	mensais	adjective	Duolingo
mensal	mensal	adjective	Duolingo
mente	mente	noun	Duolingo
mente	mente	verb	Duolingo
mentem	mentem	verb	Duolingo
mentira	mentira	noun	Duolingo
menu	menu	noun	Duolingo
mercado	mercado	noun	Duolingo
mercados	mercados	noun	Duolingo
merece	merece	verb	Duolingo
mês	mes	noun	Duolingo
mesa	mesa	noun	Duolingo
mesas	mesas	noun	Duolingo
meses	meses	noun	Duolingo
mesma	mesma	adjective	Duolingo
mesmo	mesmo	adjective	Duolingo
mesmo	mesmo	adverb	Duolingo
mesmos	mesmos	adjective	Duolingo
mesquita	mesquita	noun	Duolingo
mesquitas	mesquitas	noun	Duolingo
mestre	mestre	noun	Duolingo
metade	metade	noun	Duolingo
método	metodo	noun	Duolingo
métodos	metodos	noun	Duolingo
metrô	metro	noun	Duolingo
metros	metros	noun	Duolingo
meu	meu	determiner	Duolingo
meu	meu	pronoun	Duolingo
meus	meus	determiner	Duolingo
mexicano	mexicano	adjective	Duolingo
mexicanos	mexicanos	adjective	Duolingo
mil	mil	numeral	Duolingo
milhão	milhao	noun	Duolingo
milhões	milhoes	noun	Duolingo
militar	militar	adjective	Duolingo
militares	militares	adjective	Duolingo
mim	mim	pronoun	Duolingo
minha	minha	determiner	Duolingo
minha	minha	pronoun	Duolingo
minhas	minhas	determiner	Duolingo
minhas	minhas	pronoun	Duolingo
mínima	minima	adjective	Duolingo
mínimo	minimo	adjective	Duolingo
ministério	ministerio	noun	Duolingo
ministra	ministra	noun	Duolingo
ministro	ministro	noun	Duolingo
minto	minto	verb	Duolingo
minuto	minuto	noun	Duolingo
minutos	minutos	noun	Duolingo
missão	missao	noun	Duolingo
mistura	mistura	verb	Duolingo
misturam	misturam	verb	Duolingo
misturo	misturo	verb	Duolingo
moda	moda	noun	Duolingo
modas	modas	noun	Duolingo
modelo	modelo	noun	Duolingo
modelos	modelos	noun	Duolingo
moderna	moderna	adjective	Duolingo
moderno	moderno	adjective	Duolingo
modernos	modernos	adjective	Duolingo
modo	modo	noun	Duolingo
moeda	moeda	noun	Duolingo
molho	molho	noun	Duolingo
momento	momento	noun	Duolingo
momentos	momentos	noun	Duolingo
monta	monta	verb	Duolingo
montanha	montanha	noun	Duolingo
monte	monte	noun	Duolingo
monto	monto	verb	Duolingo
mora	mora	verb	Duolingo
moram	moram	verb	Duolingo
morango	morango	noun	Duolingo
morena	morena	adjective	Duolingo
moreno	moreno	adjective	Duolingo
morenos	morenos	adjective	Duolingo
morna	morna	adjective	Duolingo
morno	morno	adjective	Duolingo
moro	moro	verb	Duolingo
morte	morte	noun	Duolingo
mosca	mosca	noun	Duolingo
moscas	moscas	noun	Duolingo
mostra	mostra	verb	Duolingo
mostrar	mostrar	verb	Duolingo
mostrarei	mostrarei	verb	Duolingo
mostraria	mostraria	verb	Duolingo
mostro	mostro	verb	Duolingo
mostrou	mostrou	verb	Duolingo
motivo	motivo	noun	Duolingo
motivos	motivos	noun	Duolingo
moto	moto	noun	Duolingo
motor	motor	noun	Duolingo
motorista	motorista	noun	Duolingo
move	move	verb	Duolingo
móveis	moveis	noun	Duolingo
móvel	movel	noun	Duolingo
movem	movem	verb	Duolingo
movimento	movimento	noun	Duolingo
movimentos	movimentos	noun	Duolingo
movo	movo	verb	Duolingo
muda	muda	verb	Duolingo
mudam	mudam	verb	Duolingo
mudança	mudanca	noun	Duolingo
mudanças	mudancas	noun	Duolingo
mudar	mudar	verb	Duolingo
mudará	mudara	verb	Duolingo
mudarei	mudarei	verb	Duolingo
mudaremos	mudaremos	verb	Duolingo
mudaria	mudaria	verb	Duolingo
mudava	mudava	verb	Duolingo
mudavam	mudavam	verb	Duolingo
mudo	mudo	verb	Duolingo
muita	muita	adjective	Duolingo
muitas	muitas	adjective	Duolingo
muito	muito	adverb	Duolingo
muitos	muitos	adjective	Duolingo
mulher	mulher	noun	Duolingo
mulheres	mulheres	noun	Duolingo
multidão	multidao	noun	Duolingo
múltiplas	multiplas	adjective	Duolingo
mundiais	mundiais	adjective	Duolingo
mundial	mundial	adjective	Duolingo
mundo	mundo	noun	Duolingo
municipais	municipais	adjective	Duolingo
municipal	municipal	adjective	Duolingo
município	municipio	noun	Duolingo
muro	muro	noun	Duolingo
muros	muros	noun	Duolingo
músculo	musculo	noun	Duolingo
músculos	musculos	noun	Duolingo
museu	museu	noun	Duolingo
música	musica	noun	Duolingo
musicais	musicais	adjective	Duolingo
musical	musical	adjective	Duolingo
músico	musico	noun	Duolingo
na	na	preposition	Duolingo
nação	nacao	noun	Duolingo
nacionais	nacionais	adjective	Duolingo
nacional	nacional	adjective	Duolingo
nações	nacoes	noun	Duolingo
nada	nada	adverb	Duolingo
nada	nada	pronoun	Duolingo
nada	nada	verb	Duolingo
nadamos	nadamos	verb	Duolingo
nadando	nadando	verb	Duolingo
nadar	nadar	verb	Duolingo
nado	nado	verb	Duolingo
namorada	namorada	noun	Duolingo
namorado	namorado	noun	Duolingo
não	nao	adverb	Duolingo
naquela	naquela	preposition	Duolingo
naquelas	naquelas	preposition	Duolingo
naquele	naquele	preposition	Duolingo
naqueles	naqueles	preposition	Duolingo
naquilo	naquilo	preposition	Duolingo
nariz	nariz	noun	Duolingo
nas	nas	preposition	Duolingo
nasceu	nasceu	verb	Duolingo
nasci	nasci	verb	Duolingo
nascida	nascida	verb	Duolingo
nascido	nascido	verb	Duolingo
nascidos	nascidos	verb	Duolingo
nascimento	nascimento	noun	Duolingo
natal	natal	noun	Duolingo
naturais	naturais	adjective	Duolingo
natureza	natureza	noun	Duolingo
nave	nave	noun	Duolingo
navega	navega	verb	Duolingo
navegação	navegacao	noun	Duolingo
navego	navego	verb	Duolingo
naves	naves	noun	Duolingo
neblina	neblina	noun	Duolingo
necessidade	necessidade	noun	Duolingo
necessidades	necessidades	noun	Duolingo
negativa	negativa	adjective	Duolingo
negativas	negativas	adjective	Duolingo
negativo	negativo	adjective	Duolingo
negativos	negativos	adjective	Duolingo
negociação	negociacao	noun	Duolingo
negociações	negociacoes	noun	Duolingo
negócio	negocio	noun	Duolingo
negócios	negocios	noun	Duolingo
negou	negou	verb	Duolingo
negra	negra	adjective	Duolingo
negro	negro	adjective	Duolingo
nela	nela	preposition	Duolingo
nelas	nelas	preposition	Duolingo
nele	nele	preposition	Duolingo
neles	neles	preposition	Duolingo
nem	nem	conjunction	Duolingo
nenhum	nenhum	pronoun	Duolingo
nenhuma	nenhuma	pronoun	Duolingo
nervosa	nervosa	adjective	Duolingo
nervoso	nervoso	adjective	Duolingo
nessa	nessa	preposition	Duolingo
nessas	nessas	preposition	Duolingo
nesse	nesse	preposition	Duolingo
nesses	nesses	preposition	Duolingo
nesta	nesta	preposition	Duolingo
nestas	nestas	preposition	Duolingo
neste	neste	preposition	Duolingo
nestes	nestes	preposition	Duolingo
neta	neta	noun	Duolingo
neto	neto	noun	Duolingo
netos	netos	noun	Duolingo
nevar	nevar	verb	Duolingo
neve	neve	noun	Duolingo
ninguém	ninguem	pronoun	Duolingo
nisso	nisso	preposition	Duolingo
nisto	nisto	preposition	Duolingo
níveis	niveis	noun	Duolingo
nível	nivel	noun	Duolingo
no	no	preposition	Duolingo
noite	noite	noun	Duolingo
noites	noites	noun	Duolingo
noiva	noiva	noun	Duolingo
nome	nome	noun	Duolingo
nona	nona	determiner	Duolingo
nono	nono	determiner	Duolingo
norma	norma	noun	Duolingo
normalmente	normalmente	adverb	Duolingo
norte	norte	noun	Duolingo
norte-americana	norte-americana	adjective	Duolingo
norte-americano	norte-americano	adjective	Duolingo
nos	nos	preposition	Duolingo
nós	nos	pronoun	Duolingo
nossa	nossa	determiner	Duolingo
nossa	nossa	pronoun	Duolingo
nossas	nossas	determiner	Duolingo
nossas	nossas	pronoun	Duolingo
nosso	nosso	determiner	Duolingo
nosso	nosso	pronoun	Duolingo
nossos	nossos	determiner	Duolingo
nossos	nossos	pronoun	Duolingo
nota	nota	noun	Duolingo
notas	notas	noun	Duolingo
notícias	noticias	noun	Duolingo
nova	nova	adjective	Duolingo
novamente	novamente	adverb	Duolingo
novas	novas	adjective	Duolingo
nove	nove	numeral	Duolingo
novela	novela	noun	Duolingo
novembro	novembro	noun	Duolingo
noventa	noventa	numeral	Duolingo
novo	novo	adjective	Duolingo
novos	novos	adjective	Duolingo
núcleo	nucleo	noun	Duolingo
número	numero	noun	Duolingo
nunca	nunca	adverb	Duolingo
nuvem	nuvem	noun	Duolingo
nuvens	nuvens	noun	Duolingo
o	o	determiner	Duolingo
o	o	pronoun	Duolingo
objetivo	objetivo	noun	Duolingo
objeto	objeto	noun	Duolingo
objetos	objetos	noun	Duolingo
obra	obra	noun	Duolingo
obrigação	obrigacao	noun	Duolingo
obrigada	obrigada	interjection	Duolingo
obrigado	obrigado	interjection	Duolingo
observa	observa	verb	Duolingo
observação	observacao	noun	Duolingo
observações	observacoes	noun	Duolingo
observar	observar	verb	Duolingo
obter	obter	verb	Duolingo
ocasião	ocasiao	noun	Duolingo
óculos	oculos	noun	Duolingo
ocupação	ocupacao	noun	Duolingo
odeio	odeio	verb	Duolingo
ódio	odio	noun	Duolingo
oeste	oeste	noun	Duolingo
oferece	oferece	verb	Duolingo
oferecer	oferecer	verb	Duolingo
ofereceram	ofereceram	verb	Duolingo
ofereceu	ofereceu	verb	Duolingo
ofereço	ofereco	verb	Duolingo
oferta	oferta	noun	Duolingo
oficiais	oficiais	noun	Duolingo
oficial	oficial	noun	Duolingo
oi	oi	interjection	Duolingo
oitava	oitava	determiner	Duolingo
oitavo	oitavo	determiner	Duolingo
oitenta	oitenta	numeral	Duolingo
oito	oito	numeral	Duolingo
olá	ola	interjection	Duolingo
óleo	oleo	noun	Duolingo
olha	olha	verb	Duolingo
olhada	olhada	noun	Duolingo
olhamos	olhamos	verb	Duolingo
olhando	olhando	verb	Duolingo
olhar	olhar	verb	Duolingo
olharão	olharao	verb	Duolingo
olharei	olharei	verb	Duolingo
olharia	olharia	verb	Duolingo
olhasse	olhasse	verb	Duolingo
olhassem	olhassem	verb	Duolingo
olhe	olhe	verb	Duolingo
olhem	olhem	verb	Duolingo
olho	olho	noun	Duolingo
olho	olho	verb	Duolingo
olhos	olhos	noun	Duolingo
olhou	olhou	verb	Duolingo
ombro	ombro	noun	Duolingo
ombros	ombros	noun	Duolingo
onde	onde	adverb	Duolingo
ônibus	onibus	noun	Duolingo
ontem	ontem	adverb	Duolingo
onze	onze	numeral	Duolingo
opção	opcao	noun	Duolingo
opções	opcoes	noun	Duolingo
ópera	opera	noun	Duolingo
operação	operacao	noun	Duolingo
opinião	opiniao	noun	Duolingo
opiniões	opinioes	noun	Duolingo
oportunidade	oportunidade	noun	Duolingo
oposição	oposicao	noun	Duolingo
orçamento	orcamento	noun	Duolingo
ordem	ordem	noun	Duolingo
ordens	ordens	noun	Duolingo
orelha	orelha	noun	Duolingo
orelhas	orelhas	noun	Duolingo
organismo	organismo	noun	Duolingo
organização	organizacao	noun	Duolingo
organizações	organizacoes	noun	Duolingo
órgão	orgao	noun	Duolingo
orientação	orientacao	noun	Duolingo
orientações	orientacoes	noun	Duolingo
origem	origem	noun	Duolingo
originais	originais	adjective	Duolingo
original	original	adjective	Duolingo
orquestra	orquestra	noun	Duolingo
os	os	determiner	Duolingo
os	os	pronoun	Duolingo
osso	osso	noun	Duolingo
ossos	ossos	noun	Duolingo
ótima	otima	adjective	Duolingo
ótimo	otimo	adjective	Duolingo
ou	ou	conjunction	Duolingo
ouço	ouco	verb	Duolingo
ouro	ouro	noun	Duolingo
outono	outono	noun	Duolingo
outra	outra	determiner	Duolingo
outra	outra	pronoun	Duolingo
outras	outras	determiner	Duolingo
outro	outro	determiner	Duolingo
outro	outro	pronoun	Duolingo
outros	outros	determiner	Duolingo
outros	outros	pronoun	Duolingo
outubro	outubro	noun	Duolingo
ouve	ouve	verb	Duolingo
ouvem	ouvem	verb	Duolingo
ouvi	ouvi	verb	Duolingo
ouvido	ouvido	noun	Duolingo
ouvidos	ouvidos	noun	Duolingo
ouvir	ouvir	verb	Duolingo
ouviram	ouviram	verb	Duolingo
ouviu	ouviu	verb	Duolingo
ovo	ovo	noun	Duolingo
ovos	ovos	noun	Duolingo
paciente	paciente	noun	Duolingo
pacientes	pacientes	noun	Duolingo
padaria	padaria	noun	Duolingo
paga	paga	verb	Duolingo
pagado	pagado	verb	Duolingo
pagam	pagam	verb	Duolingo
pagamento	pagamento	noun	Duolingo
pagamos	pagamos	verb	Duolingo
pagando	pagando	verb	Duolingo
pagar	pagar	verb	Duolingo
pagarei	pagarei	verb	Duolingo
pagaria	pagaria	verb	Duolingo
página	pagina	noun	Duolingo
páginas	paginas	noun	Duolingo
pago	pago	verb	Duolingo
pai	pai	noun	Duolingo
país	pais	noun	Duolingo
paisagem	paisagem	noun	Duolingo
paixão	paixao	noun	Duolingo
palácio	palacio	noun	Duolingo
palavra	palavra	noun	Duolingo
palavras	palavras	noun	Duolingo
palco	palco	noun	Duolingo
palestra	palestra	noun	Duolingo
panorama	panorama	noun	Duolingo
pão	pao	noun	Duolingo
papai	papai	noun	Duolingo
papel	papel	noun	Duolingo
par	par	noun	Duolingo
para	para	preposition	Duolingo
para	para	verb	Duolingo
parabéns	parabens	interjection	Duolingo
parada	parada	noun	Duolingo
parágrafo	paragrafo	noun	Duolingo
param	param	verb	Duolingo
paramos	paramos	verb	Duolingo
parando	parando	verb	Duolingo
parar	parar	verb	Duolingo
parará	parara	verb	Duolingo
pararei	pararei	verb	Duolingo
pararia	pararia	verb	Duolingo
parasse	parasse	verb	Duolingo
parassem	parassem	verb	Duolingo
parava	parava	verb	Duolingo
pare	pare	verb	Duolingo
parece	parece	verb	Duolingo
parecem	parecem	verb	Duolingo
pareceu	pareceu	verb	Duolingo
pareço	pareco	verb	Duolingo
parede	parede	noun	Duolingo
paredes	paredes	noun	Duolingo
paremos	paremos	verb	Duolingo
paro	paro	verb	Duolingo
parque	parque	noun	Duolingo
parte	parte	noun	Duolingo
parte	parte	verb	Duolingo
participar	participar	verb	Duolingo
particular	particular	adjective	Duolingo
particulares	particulares	adjective	Duolingo
partida	partida	noun	Duolingo
partido	partido	noun	Duolingo
partidos	partidos	noun	Duolingo
partir	partir	verb	Duolingo
passa	passa	verb	Duolingo
passageira	passageira	noun	Duolingo
passageiros	passageiros	noun	Duolingo
passam	passam	verb	Duolingo
passando	passando	verb	Duolingo
passaporte	passaporte	noun	Duolingo
passar	passar	verb	Duolingo
passaram	passaram	verb	Duolingo
passarei	passarei	verb	Duolingo
passaremos	passaremos	verb	Duolingo
passaria	passaria	verb	Duolingo
pássaro	passaro	noun	Duolingo
pássaros	passaros	noun	Duolingo
passasse	passasse	verb	Duolingo
passatempo	passatempo	noun	Duolingo
passatempos	passatempos	noun	Duolingo
passava	passava	verb	Duolingo
passe	passe	verb	Duolingo
passei	passei	verb	Duolingo
passeio	passeio	noun	Duolingo
passo	passo	noun	Duolingo
passo	passo	verb	Duolingo
passou	passou	verb	Duolingo
pátio	patio	noun	Duolingo
pato	pato	noun	Duolingo
pátria	patria	noun	Duolingo
pausa	pausa	noun	Duolingo
paz	paz	noun	Duolingo
pé	pe	noun	Duolingo
peça	peca	noun	Duolingo
peças	pecas	noun	Duolingo
peço	peco	verb	Duolingo
pedaço	pedaco	noun	Duolingo
pedaços	pedacos	noun	Duolingo
pede	pede	verb	Duolingo
pedi	pedi	verb	Duolingo
pedimos	pedimos	verb	Duolingo
pedir	pedir	verb	Duolingo
pediu	pediu	verb	Duolingo
pedra	pedra	noun	Duolingo
pedras	pedras	noun	Duolingo
pega	pega	verb	Duolingo
pegando	pegando	verb	Duolingo
pegará	pegara	verb	Duolingo
pegarei	pegarei	verb	Duolingo
pegaria	pegaria	verb	Duolingo
pegasse	pegasse	verb	Duolingo
pegassem	pegassem	verb	Duolingo
pegava	pegava	verb	Duolingo
pegue	pegue	verb	Duolingo
peguem	peguem	verb	Duolingo
peguemos	peguemos	verb	Duolingo
peito	peito	noun	Duolingo
peixe	peixe	noun	Duolingo
pela	pela	preposition	Duolingo
pelas	pelas	preposition	Duolingo
pele	pele	noun	Duolingo
pelo	pelo	preposition	Duolingo
pelos	pelos	preposition	Duolingo
pena	pena	noun	Duolingo
pensa	pensa	verb	Duolingo
pensamento	pensamento	noun	Duolingo
pensamentos	pensamentos	noun	Duolingo
pensando	pensando	verb	Duolingo
pensar	pensar	verb	Duolingo
pensarei	pensarei	verb	Duolingo
pensaria	pensaria	verb	Duolingo
pensasse	pensasse	verb	Duolingo
pensava	pensava	verb	Duolingo
pense	pense	verb	Duolingo
pensei	pensei	verb	Duolingo
penso	penso	verb	Duolingo
pente	pente	noun	Duolingo
pequena	pequena	adjective	Duolingo
pequenas	pequenas	adjective	Duolingo
pequeno	pequeno	adjective	Duolingo
pequenos	pequenos	adjective	Duolingo
perca	perca	verb	Duolingo
percepção	percepcao	noun	Duolingo
perda	perda	noun	Duolingo
perdas	perdas	noun	Duolingo
perde	perde	verb	Duolingo
perdemos	perdemos	verb	Duolingo
perdendo	perdendo	verb	Duolingo
perder	perder	verb	Duolingo
perderam	perderam	verb	Duolingo
perderão	perderao	verb	Duolingo
perderei	perderei	verb	Duolingo
perderia	perderia	verb	Duolingo
perdesse	perdesse	verb	Duolingo
perdessem	perdessem	verb	Duolingo
perdêssemos	perdessemos	verb	Duolingo
perdesses	perdesses	verb	Duolingo
perdeu	perdeu	verb	Duolingo
perdi	perdi	verb	Duolingo
perdia	perdia	verb	Duolingo
perfeita	perfeita	adjective	Duolingo
perfeito	perfeito	adjective	Duolingo
perfil	perfil	noun	Duolingo
pergunta	pergunta	noun	Duolingo
pergunta	pergunta	verb	Duolingo
perguntará	perguntara	verb	Duolingo
perguntaram	perguntaram	verb	Duolingo
perguntarei	perguntarei	verb	Duolingo
perguntaria	perguntaria	verb	Duolingo
perguntei	perguntei	verb	Duolingo
perguntou	perguntou	verb	Duolingo
perigo	perigo	noun	Duolingo
perigosa	perigosa	adjective	Duolingo
perigoso	perigoso	adjective	Duolingo
período	periodo	noun	Duolingo
perito	perito	noun	Duolingo
perna	perna	noun	Duolingo
pernas	pernas	noun	Duolingo
personagem	personagem	noun	Duolingo
personagens	personagens	noun	Duolingo
personalidade	personalidade	noun	Duolingo
perspectiva	perspectiva	noun	Duolingo
pertence	pertence	verb	Duolingo
perto	perto	adverb	Duolingo
pés	pes	noun	Duolingo
pesada	pesada	adjective	Duolingo
pesado	pesado	adjective	Duolingo
pesar	pesar	verb	Duolingo
pesca	pesca	verb	Duolingo
pescador	pescador	noun	Duolingo
pescadores	pescadores	noun	Duolingo
pescoço	pescoco	noun	Duolingo
pesquisa	pesquisa	noun	Duolingo
pesquisador	pesquisador	noun	Duolingo
pesquisadores	pesquisadores	noun	Duolingo
pesquisei	pesquisei	verb	Duolingo
pesquisou	pesquisou	verb	Duolingo
pessoa	pessoa	noun	Duolingo
pessoais	pessoais	adjective	Duolingo
pessoal	pessoal	adjective	Duolingo
pessoal	pessoal	noun	Duolingo
pessoas	pessoas	noun	Duolingo
petróleo	petroleo	noun	Duolingo
piano	piano	noun	Duolingo
pilha	pilha	noun	Duolingo
pilhas	pilhas	noun	Duolingo
piloto	piloto	noun	Duolingo
pilotos	pilotos	noun	Duolingo
pimenta	pimenta	noun	Duolingo
pintar	pintar	verb	Duolingo
pintor	pintor	noun	Duolingo
pintora	pintora	noun	Duolingo
pintura	pintura	noun	Duolingo
pinturas	pinturas	noun	Duolingo
pior	pior	adjective	Duolingo
pista	pista	noun	Duolingo
planeta	planeta	noun	Duolingo
plano	plano	noun	Duolingo
planos	planos	noun	Duolingo
planta	planta	noun	Duolingo
plástico	plastico	noun	Duolingo
pneus	pneus	noun	Duolingo
pobre	pobre	adjective	Duolingo
pobres	pobres	adjective	Duolingo
pobreza	pobreza	noun	Duolingo
pode	pode	verb	Duolingo
podem	podem	verb	Duolingo
podemos	podemos	verb	Duolingo
podendo	podendo	verb	Duolingo
poder	poder	noun	Duolingo
poderei	poderei	verb	Duolingo
poderemos	poderemos	verb	Duolingo
poderes	poderes	noun	Duolingo
poderia	poderia	verb	Duolingo
podia	podia	verb	Duolingo
podiam	podiam	verb	Duolingo
põe	poe	verb	Duolingo
põem	poem	verb	Duolingo
poesia	poesia	noun	Duolingo
polícia	policia	noun	Duolingo
policial	policial	noun	Duolingo
política	politica	adjective	Duolingo
política	politica	noun	Duolingo
político	politico	adjective	Duolingo
político	politico	noun	Duolingo
ponho	ponho	verb	Duolingo
ponta	ponta	noun	Duolingo
ponte	ponte	noun	Duolingo
ponto	ponto	noun	Duolingo
pontos	pontos	noun	Duolingo
população	populacao	noun	Duolingo
popular	popular	adjective	Duolingo
populares	populares	adjective	Duolingo
por	por	preposition	Duolingo
pôr	por	verb	Duolingo
por favor	por favor		Duolingo
porco	porco	noun	Duolingo
porque	porque	conjunction	Duolingo
porta	porta	noun	Duolingo
porta-voz	porta-voz	noun	Duolingo
portão	portao	noun	Duolingo
porto	porto	noun	Duolingo
português	portugues	noun	Duolingo
portuguesa	portuguesa	noun	Duolingo
pôs	pos	verb	Duolingo
positiva	positiva	adjective	Duolingo
positivo	positivo	adjective	Duolingo
possa	possa	verb	Duolingo
possibilidade	possibilidade	noun	Duolingo
possibilidades	possibilidades	noun	Duolingo
possíveis	possiveis	adjective	Duolingo
possível	possivel	adjective	Duolingo
posso	posso	verb	Duolingo
postais	postais	noun	Duolingo
postal	postal	noun	Duolingo
posto	posto	noun	Duolingo
postura	postura	noun	Duolingo
potência	potencia	noun	Duolingo
potências	potencias	noun	Duolingo
pouco	pouco	adjective	Duolingo
pouco	pouco	adverb	Duolingo
pouco	pouco	noun	Duolingo
poucos	poucos	adjective	Duolingo
poupa	poupa	verb	Duolingo
poupamos	poupamos	verb	Duolingo
poupo	poupo	verb	Duolingo
povo	povo	noun	Duolingo
praça	praca	noun	Duolingo
praia	praia	noun	Duolingo
prateadas	prateadas	verb	Duolingo
prateado	prateado	verb	Duolingo
prática	pratica	noun	Duolingo
pratica	pratica	verb	Duolingo
praticam	praticam	verb	Duolingo
praticamente	praticamente	adverb	Duolingo
pratico	pratico	verb	Duolingo
prato	prato	noun	Duolingo
prazer	prazer	noun	Duolingo
prazer em conhecer	prazer em conhecer		Duolingo
prazo	prazo	noun	Duolingo
precisa	precisa	adjective	Duolingo
precisa	precisa	verb	Duolingo
precisam	precisam	verb	Duolingo
precisamos	precisamos	verb	Duolingo
precisando	precisando	verb	Duolingo
precisarei	precisarei	verb	Duolingo
precisaremos	precisaremos	verb	Duolingo
precisaria	precisaria	verb	Duolingo
precisas	precisas	adjective	Duolingo
precisas	precisas	verb	Duolingo
precisasse	precisasse	verb	Duolingo
precisava	precisava	verb	Duolingo
precise	precise	verb	Duolingo
preciso	preciso	adjective	Duolingo
preciso	preciso	verb	Duolingo
preço	preco	noun	Duolingo
preços	precos	noun	Duolingo
prefeita	prefeita	noun	Duolingo
prefeito	prefeito	noun	Duolingo
prefeitura	prefeitura	noun	Duolingo
prefere	prefere	verb	Duolingo
prêmio	premio	noun	Duolingo
prêmios	premios	noun	Duolingo
preocupação	preocupacao	noun	Duolingo
preocupações	preocupacoes	noun	Duolingo
preocupada	preocupada	verb	Duolingo
preocupado	preocupado	verb	Duolingo
preparar	preparar	verb	Duolingo
presa	presa	noun	Duolingo
presença	presenca	noun	Duolingo
presente	presente	noun	Duolingo
presentes	presentes	noun	Duolingo
presidência	presidencia	noun	Duolingo
